0.1675119400,0.0603750000,1.5283125000,0.5332500000,0.0738750000,1.5285000000,0.5416875000,0.5293125000
0.2721652985,0.0667500000,1.5285000000,0.5323125000,0.0598125000,1.5283125000,0.5351250000,0.5422500000
0.3773887157,0.0770625000,1.5285000000,0.5400000000,0.0684375000,1.5285000000,0.5311875000,0.5398125000
0.4826054573,0.0641250000,1.5285000000,0.5373750000,0.0766875000,1.5285000000,0.5398125000,0.5300625000
0.5825819969,0.0641250000,1.5285000000,0.5353125000,0.0765000000,1.5283125000,0.5400000000,0.5304375000
0.6828703880,0.0633750000,1.5283125000,0.5351250000,0.0763125000,1.5285000000,0.5403750000,0.5296875000
0.7827084064,0.0639375000,1.5285000000,0.5353125000,0.0763125000,1.5285000000,0.5411250000,0.5295000000
0.8827505112,0.0637500000,1.5285000000,0.5345625000,0.0757500000,1.5285000000,0.5409375000,0.5302500000
0.9820117950,0.0658125000,1.5285000000,0.5355000000,0.0772500000,1.5283125000,0.5398125000,0.5302500000
1.1353802681,0.0592500000,1.5285000000,0.5317500000,0.0675000000,1.5285000000,0.5415000000,0.5347500000
1.2040357590,0.0630000000,1.5285000000,0.5317500000,0.0618750000,1.5285000000,0.5377500000,0.5422500000
1.2912611961,0.0742500000,1.5285000000,0.5381250000,0.0616875000,1.5285000000,0.5332500000,0.5416875000
1.3826048374,0.0641250000,1.5285000000,0.5371875000,0.0763125000,1.5285000000,0.5405625000,0.5306250000
1.4828014374,0.0637500000,1.5285000000,0.5353125000,0.0761250000,1.5283125000,0.5403750000,0.5291250000
1.5820827484,0.0652500000,1.5285000000,0.5360625000,0.0770625000,1.5285000000,0.5394375000,0.5295000000
1.6822714806,0.0648750000,1.5285000000,0.5356875000,0.0765000000,1.5285000000,0.5392500000,0.5298750000
1.7825899124,0.0641250000,1.5283125000,0.5355000000,0.0763125000,1.5285000000,0.5398125000,0.5300625000
1.8825931549,0.0641250000,1.5283125000,0.5351250000,0.0765000000,1.5285000000,0.5401875000,0.5302500000
2.0446736813,0.0761250000,1.5285000000,0.5379375000,0.0706875000,1.5285000000,0.5315625000,0.5371875000
2.1118378639,0.0753750000,1.5283125000,0.5422500000,0.0706875000,1.5283125000,0.5315625000,0.5379375000
2.1820149422,0.0654375000,1.5285000000,0.5398125000,0.0770625000,1.5283125000,0.5386875000,0.5302500000
2.2823023796,0.0648750000,1.5285000000,0.5358750000,0.0770625000,1.5285000000,0.5390625000,0.5304375000
2.3820095062,0.0656250000,1.5283125000,0.5368125000,0.0772500000,1.5285000000,0.5386875000,0.5304375000
2.4828467369,0.0635625000,1.5285000000,0.5347500000,0.0763125000,1.5283125000,0.5401875000,0.5293125000
2.5824475288,0.0646875000,1.5283125000,0.5355000000,0.0768750000,1.5283125000,0.5392500000,0.5302500000
2.6822674274,0.0650625000,1.5283125000,0.5362500000,0.0772500000,1.5283125000,0.5392500000,0.5298750000
2.7827756405,0.0635625000,1.5283125000,0.5345625000,0.0763125000,1.5283125000,0.5401875000,0.5295000000
2.8825032711,0.0645000000,1.5283125000,0.5356875000,0.0768750000,1.5283125000,0.5392500000,0.5304375000
3.0118410587,0.0750000000,1.5283125000,0.5385000000,0.0721875000,1.5283125000,0.5332500000,0.5351250000
3.0820715427,0.0658125000,1.5283125000,0.5379375000,0.0759375000,1.5283125000,0.5396250000,0.5300625000
3.1821906567,0.0652500000,1.5283125000,0.5370000000,0.0770625000,1.5283125000,0.5394375000,0.5304375000
3.2822546959,0.0650625000,1.5283125000,0.5351250000,0.0766875000,1.5283125000,0.5401875000,0.5302500000
3.3823771477,0.0648750000,1.5283125000,0.5358750000,0.0765000000,1.5281250000,0.5394375000,0.5304375000
3.4829008579,0.0633750000,1.5283125000,0.5343750000,0.0751875000,1.5281250000,0.5401875000,0.5298750000
3.5822618008,0.0646875000,1.5281250000,0.5332500000,0.0701250000,1.5281250000,0.5409375000,0.5345625000
3.6848967075,0.0594375000,1.5283125000,0.5321250000,0.0708750000,1.5283125000,0.5420625000,0.5306250000
3.7821259499,0.0654375000,1.5281250000,0.5368125000,0.0772500000,1.5281250000,0.5398125000,0.5302500000
3.8882837296,0.0652500000,1.5281250000,0.5311875000,0.0618750000,1.5281250000,0.5381250000,0.5411250000
4.0155508518,0.0648750000,1.5281250000,0.5349375000,0.0765000000,1.5281250000,0.5401875000,0.5304375000
4.0829083920,0.0635625000,1.5281250000,0.5358750000,0.0763125000,1.5281250000,0.5396250000,0.5334375000
4.1829061508,0.0633750000,1.5281250000,0.5351250000,0.0753750000,1.5281250000,0.5407500000,0.5298750000
4.2822141647,0.0652500000,1.5281250000,0.5362500000,0.0772500000,1.5281250000,0.5394375000,0.5302500000
4.3831210136,0.0630000000,1.5283125000,0.5345625000,0.0757500000,1.5281250000,0.5401875000,0.5302500000
4.4828526974,0.0635625000,1.5281250000,0.5341875000,0.0763125000,1.5281250000,0.5401875000,0.5296875000
4.5828225613,0.0637500000,1.5281250000,0.5343750000,0.0763125000,1.5281250000,0.5401875000,0.5295000000
4.6819276810,0.0660000000,1.5281250000,0.5366250000,0.0772500000,1.5281250000,0.5383125000,0.5302500000
4.7827944756,0.0639375000,1.5281250000,0.5358750000,0.0763125000,1.5281250000,0.5396250000,0.5304375000
4.8890619278,0.0671250000,1.5281250000,0.5311875000,0.0605625000,1.5281250000,0.5373750000,0.5420625000
5.0081701279,0.0738750000,1.5281250000,0.5341875000,0.0598125000,1.5281250000,0.5343750000,0.5437500000
5.0819346905,0.0661875000,1.5281250000,0.5401875000,0.0765000000,1.5281250000,0.5364375000,0.5308125000
5.1827588081,0.0641250000,1.5281250000,0.5377500000,0.0772500000,1.5281250000,0.5390625000,0.5306250000
5.2827124596,0.0643125000,1.5281250000,0.5368125000,0.0772500000,1.5281250000,0.5381250000,0.5306250000
5.3824188709,0.0650625000,1.5281250000,0.5370000000,0.0770625000,1.5281250000,0.5377500000,0.5308125000
5.4818673134,0.0665625000,1.5283125000,0.5366250000,0.0763125000,1.5281250000,0.5356875000,0.5319375000
5.5824859142,0.0650625000,1.5281250000,0.5373750000,0.0770625000,1.5281250000,0.5375625000,0.5306250000
5.6820249557,0.0661875000,1.5281250000,0.5371875000,0.0766875000,1.5281250000,0.5371875000,0.5296875000
5.7828283310,0.0639375000,1.5281250000,0.5358750000,0.0765000000,1.5281250000,0.5400000000,0.5302500000
5.8882071972,0.0646875000,1.5281250000,0.5313750000,0.0624375000,1.5281250000,0.5396250000,0.5396250000
6.0085806847,0.0750000000,1.5281250000,0.5345625000,0.0607500000,1.5281250000,0.5336250000,0.5437500000
6.0821409225,0.0660000000,1.5281250000,0.5405625000,0.0770625000,1.5281250000,0.5377500000,0.5300625000
6.1822741032,0.0656250000,1.5281250000,0.5366250000,0.0770625000,1.5281250000,0.5368125000,0.5302500000
6.2822997570,0.0654375000,1.5281250000,0.5368125000,0.0770625000,1.5281250000,0.5371875000,0.5310000000
6.3819804192,0.0663750000,1.5281250000,0.5379375000,0.0768750000,1.5281250000,0.5381250000,0.5310000000
6.4822044373,0.0658125000,1.5281250000,0.5370000000,0.0768750000,1.5281250000,0.5356875000,0.5302500000
6.5828425884,0.0641250000,1.5281250000,0.5364375000,0.0772500000,1.5281250000,0.5394375000,0.5315625000
6.6819143295,0.0663750000,1.5281250000,0.5377500000,0.0766875000,1.5281250000,0.5373750000,0.5300625000
6.7828099728,0.0641250000,1.5279375000,0.5353125000,0.0757500000,1.5281250000,0.5400000000,0.5296875000
6.8880555630,0.0643125000,1.5279375000,0.5319375000,0.0624375000,1.5279375000,0.5390625000,0.5405625000
7.0165016651,0.0622500000,1.5279375000,0.5353125000,0.0759375000,1.5279375000,0.5400000000,0.5317500000
7.0823273659,0.0656250000,1.5281250000,0.5368125000,0.0774375000,1.5279375000,0.5381250000,0.5334375000
7.1823632717,0.0654375000,1.5279375000,0.5373750000,0.0772500000,1.5281250000,0.5385000000,0.5317500000
7.2824313641,0.0652500000,1.5281250000,0.5366250000,0.0772500000,1.5281250000,0.5377500000,0.5306250000
7.3827080727,0.0645000000,1.5279375000,0.5366250000,0.0774375000,1.5279375000,0.5385000000,0.5310000000
7.4819633961,0.0663750000,1.5281250000,0.5373750000,0.0768750000,1.5279375000,0.5371875000,0.5300625000
7.5820629597,0.0661875000,1.5281250000,0.5373750000,0.0770625000,1.5279375000,0.5379375000,0.5311875000
7.6822888851,0.0656250000,1.5281250000,0.5371875000,0.0772500000,1.5279375000,0.5377500000,0.5302500000
7.7827079296,0.0641250000,1.5281250000,0.5317500000,0.0708750000,1.5279375000,0.5418750000,0.5311875000
7.8882620335,0.0645000000,1.5279375000,0.5317500000,0.0626250000,1.5279375000,0.5398125000,0.5403750000
8.0119194984,0.0753750000,1.5279375000,0.5396250000,0.0706875000,1.5279375000,0.5313750000,0.5409375000
8.0826001167,0.0652500000,1.5279375000,0.5405625000,0.0770625000,1.5279375000,0.5366250000,0.5302500000
8.1821334362,0.0661875000,1.5279375000,0.5373750000,0.0766875000,1.5279375000,0.5375625000,0.5310000000
8.2824566364,0.0652500000,1.5279375000,0.5366250000,0.0770625000,1.5279375000,0.5371875000,0.5302500000
8.3823642731,0.0656250000,1.5279375000,0.5370000000,0.0770625000,1.5279375000,0.5373750000,0.5308125000
8.4821836948,0.0661875000,1.5279375000,0.5370000000,0.0766875000,1.5279375000,0.5360625000,0.5310000000
8.5827720165,0.0646875000,1.5277500000,0.5371875000,0.0772500000,1.5279375000,0.5379375000,0.5311875000
8.6824789047,0.0654375000,1.5279375000,0.5362500000,0.0770625000,1.5277500000,0.5366250000,0.5298750000
8.7826309204,0.0646875000,1.5277500000,0.5358750000,0.0770625000,1.5279375000,0.5398125000,0.5296875000
8.8895032406,0.0678750000,1.5277500000,0.5311875000,0.0598125000,1.5279375000,0.5368125000,0.5426250000
9.0158681870,0.0646875000,1.5279375000,0.5358750000,0.0768750000,1.5279375000,0.5403750000,0.5296875000
9.0828576088,0.0646875000,1.5279375000,0.5373750000,0.0772500000,1.5277500000,0.5379375000,0.5343750000
9.1826422215,0.0650625000,1.5277500000,0.5373750000,0.0772500000,1.5277500000,0.5370000000,0.5300625000
9.2825272083,0.0654375000,1.5277500000,0.5371875000,0.0768750000,1.5277500000,0.5371875000,0.5304375000
9.3822467327,0.0661875000,1.5277500000,0.5373750000,0.0765000000,1.5277500000,0.5355000000,0.5315625000
9.4828345776,0.0646875000,1.5277500000,0.5373750000,0.0772500000,1.5277500000,0.5373750000,0.5302500000
9.5824005604,0.0658125000,1.5277500000,0.5375625000,0.0768750000,1.5277500000,0.5370000000,0.5306250000
9.6820340157,0.0667500000,1.5277500000,0.5375625000,0.0761250000,1.5275625000,0.5355000000,0.5321250000
9.7828462124,0.0645000000,1.5277500000,0.5355000000,0.0768750000,1.5275625000,0.5392500000,0.5298750000
9.8886287212,0.0652500000,1.5277500000,0.5311875000,0.0622500000,1.5277500000,0.5394375000,0.5407500000
10.0134611130,0.0714375000,1.5277500000,0.5375625000,0.0765000000,1.5277500000,0.5373750000,0.5313750000
10.0825951099,0.0654375000,1.5277500000,0.5377500000,0.0770625000,1.5275625000,0.5381250000,0.5332500000
10.1827964783,0.0648750000,1.5277500000,0.5371875000,0.0774375000,1.5275625000,0.5386875000,0.5302500000
10.2819600105,0.0669375000,1.5275625000,0.5373750000,0.0759375000,1.5277500000,0.5355000000,0.5315625000
10.3827729225,0.0648750000,1.5275625000,0.5371875000,0.0772500000,1.5275625000,0.5375625000,0.5304375000
10.4826519489,0.0654375000,1.5275625000,0.5370000000,0.0770625000,1.5275625000,0.5370000000,0.5302500000
