0.0356359482,2.5063303484,2.5063179703,2.5063138442,2.5063138442,2.5063097182,2.5063045606,2.5063004345,2.5063004345
0.0488488674,2.4489479897,2.4489386359,2.4489344786,2.4489303213,2.4489251248,2.4489251248,2.4489209675,2.4489178495
0.0662341118,2.3727969574,2.3727833164,2.3727791192,2.3727749219,2.3727696754,2.3727696754,2.3727654781,2.3727623302
0.0707230568,2.3529988618,2.3529757213,2.3529683584,2.3529588918,2.3529546844,2.3529452178,2.3529368030,2.3529273364
0.0790247917,2.3163100576,2.3163005495,2.3162963237,2.3162910414,2.3162868155,2.3162868155,2.3162836461,2.3162794203
0.0836720467,2.2957021672,2.2956894590,2.2956841639,2.2956799279,2.2956799279,2.2956756918,2.2956714558,2.2956661607
0.0875840187,2.2782988252,2.2782818469,2.2782722965,2.2782680519,2.2782638073,2.2782595627,2.2782542570,2.2782457678
0.0963439941,2.2392275361,2.2392200750,2.2392147457,2.2392104822,2.2392062188,2.2392062188,2.2392008894,2.2391923625
0.0989139080,2.2277312136,2.2277184068,2.2277141378,2.2277088017,2.2277002638,2.2276959949,2.2276906587,2.2276906587
0.1011917591,2.2175333841,2.2175194943,2.2175194943,2.2175152206,2.2175098784,2.2175056046,2.2175023993,2.2175023993
0.1053228378,2.1989974006,2.1989845532,2.1989802708,2.1989749177,2.1989706352,2.1989663527,2.1989609997,2.1989567172
0.1127300262,2.1656766226,2.1656680269,2.1656626546,2.1656583567,2.1656540588,2.1656540588,2.1656486864,2.1656443886
0.1149408817,2.1557110251,2.1556981178,2.1556927397,2.1556884373,2.1556884373,2.1556841349,2.1556798324,2.1556798324
0.1172950268,2.1450856013,2.1450726795,2.1450672954,2.1450672954,2.1450629882,2.1450586809,2.1450532968,2.1450532968
0.1209268570,2.1286532940,2.1286403500,2.1286360353,2.1286317206,2.1286274060,2.1286220126,2.1286133833,2.1286079899
0.1290071011,2.0920379876,2.0920249948,2.0920195812,2.0920195812,2.0920152502,2.0920109193,2.0920109193,2.0920055056
0.1313829422,2.0812416096,2.0812286026,2.0812242670,2.0812242670,2.0812199313,2.0812145117,2.0812145117,2.0812101761
0.1348588467,2.0654267211,2.0654169504,2.0654136935,2.0654136935,2.0654093510,2.0654039228,2.0653995803,2.0653995803
0.1371798515,2.0548525608,2.0548340857,2.0548340857,2.0548297386,2.0548243047,2.0548243047,2.0548210444,2.0548166973
0.1456029415,2.0163867193,2.0163769015,2.0163725381,2.0163681747,2.0163627204,2.0163627204,2.0163583569,2.0163539935
0.1483230591,2.0039293103,2.0039151122,2.0039107435,2.0039063748,2.0039009140,2.0038965454,2.0038965454,2.0038921767
0.1516289711,1.9887777524,1.9887646276,1.9887602526,1.9887602526,1.9887558777,1.9887504090,1.9887504090,1.9887460340
0.1557419300,1.9697779148,1.9691719824,1.9690470662,1.9685977942,1.9685046501,1.9683950677,1.9683358928,1.9683074011
0.1781370640,1.8664896640,1.8664752871,1.8664708634,1.8664708634,1.8664664397,1.8664620160,1.8664620160,1.8664564864
0.1833908558,1.8420928924,1.8420784853,1.8420696193,1.8420696193,1.8420651864,1.8420607534,1.8420563204,1.8420563204
0.1861019135,1.8294244195,1.8293911364,1.8293822610,1.8293767138,1.8293634005,1.8293589627,1.8293545250,1.8293500872
0.1939277649,1.7930028083,1.7929883418,1.7929850034,1.7929805521,1.7929749881,1.7929660856,1.7929660856,1.7929605215
0.1993248463,1.7677917552,1.7677772590,1.7677727986,1.7677727986,1.7677683381,1.7677638777,1.7677594173,1.7677538418
0.2017989159,1.7562149789,1.7561915400,1.7561870754,1.7561781463,1.7561736818,1.7561636365,1.7561591719,1.7561491266
0.2084548473,1.7249454760,1.7249186222,1.7249085521,1.7249040764,1.7248940062,1.7248906495,1.7248805793,1.7248761036
0.2138240337,1.6998048021,1.6997902279,1.6997868646,1.6997868646,1.6997812592,1.6997767748,1.6997722904,1.6997722904
0.2163200378,1.6880527156,1.6880392504,1.6880347620,1.6880347620,1.6880302736,1.6880257852,1.6880201747,1.6880201747
0.2202279568,1.6696486516,1.6696340439,1.6696284256,1.6696239309,1.6696194363,1.6696194363,1.6696149416,1.6696093233
0.2289049625,1.6286905436,1.6286815270,1.6286758916,1.6286725104,1.6286680021,1.6286623667,1.6286578584,1.6286533501
0.2314219475,1.6167868537,1.6167767013,1.6167721891,1.6167688049,1.6167642927,1.6167642927,1.6167586525,1.6167541403
0.2339687347,1.6047114709,1.6046888903,1.6046787290,1.6046640515,1.6046595354,1.6046516322,1.6046414709,1.6046313095
0.2378938198,1.5861368129,1.5861221162,1.5861175941,1.5861175941,1.5861130720,1.5861074194,1.5861028973,1.5860995057
0.2445819378,1.5543893407,1.5543791434,1.5543746113,1.5543689462,1.5543689462,1.5543644141,1.5543598820,1.5543598820
0.2468740940,1.5434923690,1.5434776286,1.5434730931,1.5434685576,1.5434685576,1.5434640222,1.5434583528,1.5434538173
0.2493779659,1.5315784948,1.5315603382,1.5315557990,1.5315557990,1.5315501250,1.5315455859,1.5315410467,1.5315410467
0.2530770302,1.5139674864,1.5139527167,1.5139481722,1.5139481722,1.5139436276,1.5139390831,1.5139345386,1.5139345386
0.2612547874,1.4749422911,1.4749274835,1.4749229274,1.4749172321,1.4749172321,1.4749126759,1.4749092588,1.4749047026
0.2637858391,1.4628454701,1.4628306510,1.4628215315,1.4628169718,1.4628124121,1.4628021527,1.4627930332,1.4627827737
0.2674369812,1.4453788377,1.4453651433,1.4453651433,1.4453605785,1.4453560137,1.4453503077,1.4453457429,1.4453457429
0.2697038651,1.4345291911,1.4345143454,1.4345143454,1.4345097775,1.4345052096,1.4345052096,1.4345006417,1.4344960738
0.2776989937,1.3961807189,1.3961704168,1.3961658381,1.3961612594,1.3961555360,1.3961555360,1.3961509573,1.3961463786
0.2802050114,1.3841481115,1.3841400930,1.3841343655,1.3841297835,1.3841252014,1.3841194739,1.3841194739,1.3841148919
0.2840299606,1.3657606987,1.3657469376,1.3657412038,1.3657377635,1.3657331765,1.3657331765,1.3657274427,1.3657228556
0.2865588665,1.3535926758,1.3535823476,1.3535777573,1.3535743145,1.3535697242,1.3535639863,1.3535593960,1.3535593960
0.2947039604,1.3143342865,1.3143193343,1.3143147336,1.3143147336,1.3143101329,1.3143055322,1.3143009315,1.3143009315
0.2985048294,1.2959980452,1.2959876831,1.2959830777,1.2959784723,1.2959738668,1.2959738668,1.2959692614,1.2959646560
0.3008949757,1.2844520540,1.2844428373,1.2844370768,1.2844336206,1.2844290122,1.2844290122,1.2844244039,1.2844186434
0.3031599522,1.2735050958,1.2734947208,1.2734901097,1.2734854986,1.2734808875,1.2734808875,1.2734751236,1.2734705125
0.3115758896,1.2327674285,1.2327535650,1.2327489438,1.2327489438,1.2327431674,1.2327385462,1.2327339250,1.2327339250
0.3148090839,1.2170952536,1.2170813788,1.2170813788,1.2170755976,1.2170709726,1.2170663477,1.2170663477,1.2170605665
0.3171339035,1.2058175156,1.2058071034,1.2058024758,1.2057978482,1.2057920636,1.2057920636,1.2057874360,1.2057828083
0.3211748600,1.1861981376,1.1861842409,1.1861796086,1.1861738183,1.1861691861,1.1861645538,1.1861541313,1.1861541313
0.3292939663,1.1467136153,1.1466985312,1.1466938899,1.1466938899,1.1466892486,1.1466846073,1.1466788057,1.1466788057
0.3318898678,1.1340704125,1.1340471920,1.1340320987,1.1340170053,1.1340030730,1.1339833355,1.1339740473,1.1339589539
