0.1375796795,0.8330625000,0.5259375000,0.6283125000,0.3324375000,1.0000000000
0.2373964787,0.8325000000,0.5257500000,0.6281250000,0.3324375000,1.0000000000
0.3374681473,0.8313750000,0.5255625000,0.6273750000,0.3322500000,1.0000000000
0.4375340939,0.8311875000,0.5253750000,0.6271875000,0.3320625000,1.0000000000
0.5383169651,0.8308125000,0.5251875000,0.6270000000,0.3318750000,1.0000000000
0.6373488903,0.8308125000,0.5251875000,0.6270000000,0.3320625000,1.0000000000
0.7371323109,0.8306250000,0.5248125000,0.6270000000,0.3318750000,1.0000000000
0.8372144699,0.8300625000,0.5246250000,0.6268125000,0.3316875000,1.0000000000
0.9372630119,0.8298750000,0.5246250000,0.6266250000,0.3315000000,1.0000000000
1.0372719765,0.8295000000,0.5242500000,0.6262500000,0.3313125000,1.0000000000
1.1371600628,0.8291250000,0.5242500000,0.6260625000,0.3313125000,1.0000000000
1.2371656895,0.8291250000,0.5240625000,0.6258750000,0.3313125000,1.0000000000
1.3373479843,0.8289375000,0.5238750000,0.6256875000,0.3311250000,1.0000000000
1.4372556210,0.8289375000,0.5236875000,0.6256875000,0.3311250000,1.0000000000
1.5372786522,0.8289375000,0.5235000000,0.6256875000,0.3309375000,1.0000000000
1.6372935772,0.8287500000,0.5233125000,0.6255000000,0.3309375000,1.0000000000
1.7371289730,0.8287500000,0.5235000000,0.6253125000,0.3309375000,1.0000000000
1.8371815681,0.8287500000,0.5235000000,0.6253125000,0.3309375000,1.0000000000
1.9371156693,0.8289375000,0.5231250000,0.6251250000,0.3309375000,1.0000000000
2.0374155045,0.8281875000,0.5229375000,0.6251250000,0.3307500000,1.0000000000
2.1372787952,0.8285625000,0.5231250000,0.6251250000,0.3307500000,1.0000000000
2.2374355793,0.8283750000,0.5227500000,0.6249375000,0.3305625000,1.0000000000
2.3371620178,0.8280000000,0.5229375000,0.6247500000,0.3307500000,1.0000000000
2.4372439384,0.8281875000,0.5229375000,0.6249375000,0.3307500000,1.0000000000
2.5371742249,0.8276250000,0.5225625000,0.6247500000,0.3307500000,1.0000000000
2.6372070312,0.8274375000,0.5225625000,0.6245625000,0.3307500000,1.0000000000
2.7373304367,0.8270625000,0.5225625000,0.6243750000,0.3305625000,1.0000000000
2.8372747898,0.8263125000,0.5218125000,0.6240000000,0.3301875000,1.0000000000
2.9373891354,0.8263125000,0.5220000000,0.6238125000,0.3301875000,1.0000000000
3.0375759602,0.8257500000,0.5216250000,0.6234375000,0.3298125000,1.0000000000
3.1371624470,0.8253750000,0.5212500000,0.6234375000,0.3300000000,1.0000000000
3.2374124527,0.8246250000,0.5212500000,0.6232500000,0.3300000000,1.0000000000
3.3373856544,0.8242500000,0.5210625000,0.6232500000,0.3300000000,1.0000000000
3.4372408390,0.8240625000,0.5208750000,0.6234375000,0.3298125000,1.0000000000
3.5373365879,0.8233125000,0.5206875000,0.6230625000,0.3296250000,1.0000000000
3.6374158859,0.8223750000,0.5206875000,0.6228750000,0.3296250000,1.0000000000
3.7373538017,0.8225625000,0.5208750000,0.6228750000,0.3296250000,1.0000000000
3.8375434875,0.8221875000,0.5208750000,0.6228750000,0.3298125000,1.0000000000
3.9372675419,0.8223750000,0.5206875000,0.6228750000,0.3298125000,1.0000000000
4.0386164188,0.8216250000,0.5195625000,0.6206250000,0.3285000000,1.0000000000
4.1373267174,0.8221875000,0.5205000000,0.6225000000,0.3296250000,1.0000000000
4.2375073433,0.8214375000,0.5205000000,0.6225000000,0.3294375000,1.0000000000
4.3373305798,0.8220000000,0.5205000000,0.6225000000,0.3296250000,1.0000000000
