0.1382548809,0.6337500000,0.4046250000,0.5559375000,0.2806875000,1.0000000000
0.2372837067,0.6322500000,0.4035000000,0.5555625000,0.2801250000,1.0000000000
0.3373358250,0.6296250000,0.4033125000,0.5546250000,0.2799375000,1.0000000000
0.4374072552,0.6315000000,0.4031250000,0.5546250000,0.2801250000,1.0000000000
0.5373404026,0.6307500000,0.4029375000,0.5540625000,0.2799375000,1.0000000000
0.6372187138,0.6307500000,0.4027500000,0.5536875000,0.2797500000,1.0000000000
0.7371568680,0.6318750000,0.4025625000,0.5540625000,0.2795625000,1.0000000000
0.8371386528,0.6318750000,0.4020000000,0.5538750000,0.2795625000,1.0000000000
0.9374847412,0.6315000000,0.4020000000,0.5535000000,0.2793750000,1.0000000000
1.0373220444,0.6318750000,0.4021875000,0.5535000000,0.2791875000,1.0000000000
1.1374990940,0.6318750000,0.4020000000,0.5531250000,0.2791875000,1.0000000000
1.2373318672,0.6320625000,0.4016250000,0.5529375000,0.2790000000,1.0000000000
1.3373498917,0.6320625000,0.4012500000,0.5525625000,0.2786250000,1.0000000000
1.4373786449,0.6320625000,0.4010625000,0.5527500000,0.2790000000,1.0000000000
1.5377078056,0.6315000000,0.4008750000,0.5523750000,0.2788125000,1.0000000000
1.6392786503,0.6333750000,0.4018125000,0.5535000000,0.2778750000,1.0000000000
1.7372853756,0.6320625000,0.4003125000,0.5518125000,0.2782500000,1.0000000000
1.8379504681,0.6313125000,0.4003125000,0.5518125000,0.2778750000,1.0000000000
1.9373500347,0.6324375000,0.4001250000,0.5514375000,0.2780625000,1.0000000000
2.0378284454,0.6313125000,0.4001250000,0.5514375000,0.2778750000,1.0000000000
2.1373097897,0.6316875000,0.3999375000,0.5510625000,0.2776875000,1.0000000000
2.2372686863,0.6316875000,0.3997500000,0.5506875000,0.2775000000,1.0000000000
2.3371913433,0.6318750000,0.3997500000,0.5503125000,0.2776875000,1.0000000000
2.4377634525,0.6307500000,0.3995625000,0.5505000000,0.2773125000,1.0000000000
2.5371792316,0.6315000000,0.3993750000,0.5505000000,0.2773125000,1.0000000000
2.6370809078,0.6316875000,0.3991875000,0.5501250000,0.2773125000,1.0000000000
2.7373456955,0.6309375000,0.3991875000,0.5501250000,0.2773125000,1.0000000000
2.8372237682,0.6320625000,0.3991875000,0.5503125000,0.2773125000,1.0000000000
2.9373686314,0.6318750000,0.3993750000,0.5499375000,0.2773125000,1.0000000000
3.0372779369,0.6320625000,0.3991875000,0.5501250000,0.2773125000,1.0000000000
3.1372621059,0.6320625000,0.3991875000,0.5505000000,0.2773125000,1.0000000000
3.2379460335,0.6322500000,0.3990000000,0.5506875000,0.2773125000,1.0000000000
3.3373043537,0.6313125000,0.3991875000,0.5503125000,0.2769375000,1.0000000000
3.4373703003,0.6322500000,0.3988125000,0.5505000000,0.2771250000,1.0000000000
3.5372512341,0.6324375000,0.3990000000,0.5505000000,0.2771250000,1.0000000000
3.6374561787,0.6315000000,0.3988125000,0.5506875000,0.2767500000,1.0000000000
3.7371506691,0.6322500000,0.3990000000,0.5505000000,0.2767500000,1.0000000000
3.8385798931,0.6341250000,0.3999375000,0.5516250000,0.2778750000,1.0000000000
3.9371466637,0.6326250000,0.3993750000,0.5510625000,0.2773125000,1.0000000000
4.0373127460,0.6316875000,0.3993750000,0.5508750000,0.2775000000,1.0000000000
4.1372978687,0.6316875000,0.3990000000,0.5506875000,0.2773125000,1.0000000000
4.2372550964,0.6320625000,0.3991875000,0.5506875000,0.2771250000,1.0000000000
4.3370246887,0.6320625000,0.3991875000,0.5508750000,0.2775000000,1.0000000000
4.4370126724,0.6328125000,0.3990000000,0.5510625000,0.2775000000,1.0000000000
4.5371177197,0.6316875000,0.3990000000,0.5505000000,0.2775000000,1.0000000000
4.6369688511,0.6328125000,0.3990000000,0.5506875000,0.2775000000,1.0000000000
4.7369191647,0.6331875000,0.3991875000,0.5508750000,0.2775000000,1.0000000000
4.8370122910,0.6326250000,0.3990000000,0.5506875000,0.2775000000,1.0000000000
4.9369933605,0.6318750000,0.3984375000,0.5503125000,0.2769375000,1.0000000000
5.0373125076,0.6318750000,0.3984375000,0.5495625000,0.2769375000,1.0000000000
5.5799562931,0.6341250000,0.4006875000,0.5533125000,0.2793750000,1.0000000000
5.6181893349,0.6345000000,0.4008750000,0.5529375000,0.2795625000,1.0000000000
5.6563327312,0.6343125000,0.4008750000,0.5533125000,0.2793750000,1.0000000000
5.6947278976,0.6345000000,0.4008750000,0.5535000000,0.2799375000,1.0000000000
5.7329788208,0.6341250000,0.4008750000,0.5535000000,0.2799375000,1.0000000000
5.7714824677,0.6345000000,0.4010625000,0.5540625000,0.2799375000,1.0000000000
5.8096051216,0.6346875000,0.4010625000,0.5542500000,0.2801250000,1.0000000000
5.8477580547,0.6346875000,0.4014375000,0.5542500000,0.2805000000,1.0000000000
5.9389035702,0.6343125000,0.4014375000,0.5550000000,0.2808750000,1.0000000000
6.0371696949,0.6322500000,0.4012500000,0.5542500000,0.2806875000,1.0000000000
6.1372444630,0.6328125000,0.4008750000,0.5546250000,0.2810625000,1.0000000000
6.2370433807,0.6331875000,0.4010625000,0.5550000000,0.2814375000,1.0000000000
6.3370687962,0.6322500000,0.4010625000,0.5553750000,0.2818125000,1.0000000000
6.4371705055,0.6331875000,0.4012500000,0.5557500000,0.2823750000,1.0000000000
6.5371296406,0.6333750000,0.4010625000,0.5561250000,0.2827500000,1.0000000000
6.6373379230,0.6339375000,0.4010625000,0.5566875000,0.2829375000,1.0000000000
6.7372429371,0.6337500000,0.4012500000,0.5574375000,0.2836875000,1.0000000000
6.8371095657,0.6339375000,0.4012500000,0.5581875000,0.2842500000,1.0000000000
6.9373180866,0.6331875000,0.4014375000,0.5589375000,0.2848125000,1.0000000000
