0.1399178505,1.4619375000,2.1328125000,2.0893125000,1.2646875000
0.2369458675,1.4625000000,2.1305625000,2.0865000000,1.2652500000
0.3370623589,1.4626875000,2.1298125000,2.0861250000,1.2648750000
0.4370877743,1.4626875000,2.1298125000,2.0861250000,1.2635625000
0.5370619297,1.4625000000,2.1294375000,2.0853750000,1.2633750000
0.6369223595,1.4625000000,2.1292500000,2.0850000000,1.2637500000
0.7369484901,1.4621250000,2.1288750000,2.0846250000,1.2635625000
0.8368749619,1.4619375000,2.1281250000,2.0838750000,1.2631875000
0.9368696213,1.4619375000,2.1277500000,2.0842500000,1.2628125000
1.0371248722,1.4621250000,2.1277500000,2.0827500000,1.2626250000
1.1369068623,1.4617500000,2.1273750000,2.0838750000,1.2624375000
1.2370574474,1.4619375000,2.1273750000,2.0835000000,1.2618750000
1.3369908333,1.4617500000,2.1264375000,2.0833125000,1.2618750000
1.4369902611,1.4610000000,2.1249375000,2.0812500000,1.2607500000
1.5373499393,1.4611875000,2.1249375000,2.0816250000,1.2605625000
1.6371192932,1.4610000000,2.1245625000,2.0814375000,1.2601875000
1.7370185852,1.4606250000,2.1234375000,2.0805000000,1.2596250000
1.8376231194,1.4610000000,2.1240000000,2.0805000000,1.2596250000
1.9372756481,1.4604375000,2.1225000000,2.0801250000,1.2590625000
2.0376224518,1.4587500000,2.1215625000,2.0791875000,1.2581250000
2.1371889114,1.4593125000,2.1208125000,2.0776875000,1.2577500000
2.2370584011,1.4589375000,2.1191250000,2.0778750000,1.2577500000
2.3370974064,1.4580000000,2.1170625000,2.0739375000,1.2530625000
2.4370930195,1.4510625000,2.1078750000,2.0641875000,1.2495000000
2.5372765064,1.4540625000,2.1108750000,2.0677500000,1.2515625000
2.6371569633,1.4542500000,2.1110625000,2.0696250000,1.2511875000
2.7370812893,1.4553750000,2.1121875000,2.0713125000,1.2519375000
2.8371663094,1.4570625000,2.1153750000,2.0737500000,1.2538125000
2.9370820522,1.4576250000,2.1157500000,2.0743125000,1.2540000000
3.0371663570,1.4576250000,2.1159375000,2.0748750000,1.2541875000
3.1371049881,1.4566875000,2.1146250000,2.0730000000,1.2532500000
3.2371156216,1.4578125000,2.1161250000,2.0752500000,1.2545625000
3.3373148441,1.4580000000,2.1168750000,2.0758125000,1.2549375000
3.4371695518,1.4580000000,2.1166875000,2.0756250000,1.2551250000
3.5373148918,1.4581875000,2.1172500000,2.0763750000,1.2555000000
3.6371245384,1.4580000000,2.1180000000,2.0775000000,1.2556875000
3.7371528149,1.4585625000,2.1185625000,2.0775000000,1.2560625000
3.8372395039,1.4587500000,2.1189375000,2.0780625000,1.2564375000
3.9369442463,1.4576250000,2.1174375000,2.0763750000,1.2555000000
4.0376520157,1.4574375000,2.1183750000,2.0758125000,1.2564375000
4.1372940540,1.4583750000,2.1187500000,2.0784375000,1.2568125000
4.2371888161,1.4585625000,2.1195000000,2.0788125000,1.2570000000
4.3371694088,1.4583750000,2.1193125000,2.0793750000,1.2571875000
4.4372289181,1.4583750000,2.1193125000,2.0795625000,1.2571875000
4.5376768112,1.4583750000,2.1204375000,2.0795625000,1.2575625000
4.6371819973,1.4581875000,2.1195000000,2.0786250000,1.2570000000
4.7371613979,1.4563125000,2.1170625000,2.0767500000,1.2558750000
4.8374662399,1.4574375000,2.1191250000,2.0791875000,1.2568125000
4.9372403622,1.4574375000,2.1193125000,2.0793750000,1.2570000000
5.5420589447,1.4553750000,2.1174375000,2.0745000000,1.2543750000
5.5802888870,1.4555625000,2.1127500000,2.0703750000,1.2500625000
5.6174938679,1.4555625000,2.1180000000,2.0776875000,1.2534375000
5.6545939445,1.4550000000,2.1183750000,2.0791875000,1.2538125000
5.6915273666,1.4538750000,2.1185625000,2.0795625000,1.2549375000
5.7286915779,1.4527500000,2.1193125000,2.0795625000,1.2556875000
5.7656564713,1.4523750000,2.1185625000,2.0795625000,1.2566250000
5.8038539886,1.4525625000,2.1165000000,2.0806875000,1.2573750000
5.8420417309,1.4551875000,2.1187500000,2.0816250000,1.2579375000
5.9386882782,1.4574375000,2.1225000000,2.0820000000,1.2577500000
6.0374231339,1.4536875000,2.1170625000,2.0818125000,1.2583125000
6.1373379230,1.4563125000,2.1215625000,2.0801250000,1.2555000000
6.2373092175,1.4544375000,2.1172500000,2.0820000000,1.2585000000
6.3373351097,1.4561250000,2.1217500000,2.0806875000,1.2558750000
6.4372720718,1.4546250000,2.1176250000,2.0823750000,1.2586875000
6.5373308659,1.4561250000,2.1217500000,2.0810625000,1.2560625000
6.6373119354,1.4544375000,2.1178125000,2.0829375000,1.2588750000
6.7373118401,1.4557500000,2.1221250000,2.0814375000,1.2560625000
6.8372769356,1.4542500000,2.1180000000,2.0833125000,1.2588750000
6.9372045994,1.4557500000,2.1223125000,2.0818125000,1.2560625000
7.0374243259,1.4536875000,2.1178125000,2.0816250000,1.2588750000
7.1372702122,1.4557500000,2.1226875000,2.0820000000,1.2562500000
7.2372312546,1.4531250000,2.1168750000,2.0825625000,1.2581250000
7.3372881413,1.4544375000,2.1208125000,2.0805000000,1.2549375000
7.4373028278,1.4518125000,2.1155625000,2.0816250000,1.2571875000
7.5372166634,1.4535000000,2.1200625000,2.0799375000,1.2543750000
7.6372790337,1.4518125000,2.1153750000,2.0810625000,1.2568125000
7.7372479439,1.4527500000,2.1191250000,2.0805000000,1.2564375000
7.8375346661,1.4527500000,2.1191250000,2.0799375000,1.2553125000
7.9376780987,1.4514375000,2.1172500000,2.0788125000,1.2551250000
8.0379710197,1.4497500000,2.1155625000,2.0782500000,1.2545625000
8.1375632286,1.4503125000,2.1157500000,2.0775000000,1.2540000000
8.2374777794,1.4501250000,2.1150000000,2.0769375000,1.2536250000
8.3373923302,1.4495625000,2.1142500000,2.0771250000,1.2530625000
8.4377501011,1.4491875000,2.1142500000,2.0765625000,1.2528750000
